name,smiles,name_id,count
DGDP C10H12N5O10P2,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,dgdp_c,27
Sn-Glycero-3-phospho-1-inositol,O=P(O)(OC[C@H](O)CO)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,g3pi_c,21
DGMP C10H12N5O7P,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,dgmp_c,23
Ethanesulfonate,CCS(=O)(=O)[O-],ethso3_c,6
Glycerophosphoserine,[NH3+][C@@H](COP(=O)([O-])OC[C@H](O)CO)C(=O)[O-],g3ps_c,16
Ethanol,CC[O-],etoh_c,3
D-Glucose 6-phosphate,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,g6p_c,16
DGTP C10H12N5O13P3,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,dgtp_c,31
D-Fructose 1-phosphate,O=P(O)(O)OCC1(O)O[C@H](CO)[C@@H](O)[C@@H]1O,f1p_c,16
D-Fructose 6-phosphate,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,f6p_c,16
Alpha-D-Galactose 1-phosphate,O=P(O)(O)OC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,gal1p_c,16
Flavin adenine dinucleotide oxidized,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,fad_c,53
Flavin adenine dinucleotide reduced,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2,fadh2_c,53
Beta D-Galactose,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,gal_bD_e,12
Dihydroxyacetone phosphate,O=C(CO)COP(=O)(O)O,dhap_c,10
D-Galactose,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,gal_c,12
"2,3-dihydroxicinnamic acid",O=C([O-])/C=C/c1cccc(O)c1O,dhcinnm_c,13
L-Fuculose 1-phosphate,C[C@H](O)[C@@H](O)[C@@H](O)C(=O)COP(=O)(O)O,fc1p_c,15
"7,8-Dihydrofolate",Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,dhf_c,32
L-fuculose,C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO,fcl__L_c,11
"D-Fructose 1,6-bisphosphate",O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O,fdp_c,20
"1,4-Dihydroxy-2-naphthoate",O=C([O-])c1cc(O)c2ccccc2c1O,dhna_c,15
(S)-Dihydroorotate,O=C1C[C@@H](C(=O)O)NC(=O)N1,dhor__S_c,11
Dihydroneopterin monophosphate,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)COP(=O)(O)O)CN2,dhpmp_c,22
D-Galactarate,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)[O-],galct__D_c,14
D-Glycero-D-manno-heptose 7-phosphate,O=P(O)(O)OC[C@@H](O)[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,gmhep7p_c,18
D-Galactonate,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,galctn__D_p,13
GMP C10H12N5O8P,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,gmp_c,24
L-Galactonate,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,galctn__L_c,13
Galactitol 1-phosphate,O=P([O-])([O-])OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,galt1p_c,16
"P1,P4-Bis(5'-guanosyl) tetraphosphate",Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,gp4g_c,55
Galactitol,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,galt_e,12
Geranyl diphosphate,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O,grdp_c,19
D-Galacturonate,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O,galur_c,13
L-Isoleucine,CC[C@H](C)[C@H](N)C(=O)[O-],ile__L_c,9
D-Glucosamine 1-phosphate,N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,gam1p_c,16
3-(Imidazol-4-yl)-2-oxopropyl phosphate,O=C(COP(=O)(O)O)Cc1c[nH]cn1,imacp_c,14
IMP C10H11N4O8P,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,imp_c,23
D-Glucosamine 6-phosphate,N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,gam6p_c,16
Oxidized glutathione,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,gthox_c,40
D-Glucosamine,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,gam_e,12
Indole,c1ccc2[nH]ccc2c1,indole_c,9
Reduced glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,gthrd_c,20
N1-(5-Phospho-D-ribosyl)glycinamide,NCC(=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,gar_c,18
Myo-Inositol,O[C@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,inost_c,12
Gamma-butyrobetaine,C[N+](C)(C)CCCC(=O)[O-],gbbtn_c,10
GTP C10H12N5O14P3,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1,gtp_c,32
Glycolaldehyde,O/C=C\O,gcald_c,4
GDP C10H12N5O11P2,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,gdp_c,28
Glutathionylspermidine,NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(=O)O,gtspmd_c,29
Isopentenyl diphosphate,C=C(C)CCOP(=O)(O)OP(=O)(O)O,ipdp_c,14
Isethionic acid,O=S(=O)(O)CCO,isetac_c,7
GDP-4-dehydro-6-deoxy-D-mannose,C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)C1=O,gdpddman_c,38
GDP-L-fucose,C[C@@H]1OC(OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,gdpfuc_c,38
Hydrogen,[H][H],h2_c,0
GDP-D-mannose,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,gdpmann_c,39
GDP-4-oxo-L-fucose,C[C@@H]1OC(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)C1=O,gdpofuc_c,38
ITP C10H11N4O14P3,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,itp_c,31
Potassium,[K+],k_c,1
Guanosine 3'-diphosphate 5'-triphosphate,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@H]2O)c(=O)[nH]1,gdptp_c,40
1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,C/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])CO,h2mb4p_c,15
Gamma-glutamyl-gamma aminobutyric acid,N[C@@H](CCC(=O)NCCCC(=O)O)C(=O)O,gg4abut_c,16
KDO(2)-lipid IV(A) with laurate,CCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,kdo2lipid4L_c,138
Hydrogen peroxide,[O-]O,h2o2_c,2
KDO(2)-lipid IV(A),CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,kdo2lipid4_c,125
Gamma-glutamyl-gamma-butyraldehyde,[NH3+][C@@H](CCC(=O)NCCCC=O)C(=O)[O-],ggbutal_c,15
H2O H2O,[OH4+2],h2o_c,1
3-Deoxy-D-manno-octulosonate 8-phosphate,O=C(O)C(=O)C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,kdo8p_c,20
3-Deoxy-D-manno-2-octulosonate,O=C(O)[C@@]1(O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O1,kdo_c,16
KDO-lipid IV(A),CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,kdolipid4_c,110
Hydrogen sulfide,[SH3+],h2s_c,1
D-Lactate,C[C@@H](O)C(=O)O,lac__D_c,6
D-Gluconate,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,glcn_c,13
H+,[H+],h_c,0
D-Glucarate,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,glcr_c,14
L-Lactate,C[C@H](O)C(=O)O,lac__L_c,6
D-Lactaldehyde,C[C@@H](O)C=O,lald__D_c,5
L-Lactaldehyde,CC(O)C=O,lald__L_c,5
D-Glucuronate 1-phosphate,O=C(O)[C@H]1O[C@H](OP(=O)(O)O)[C@H](O)[C@@H](O)[C@@H]1O,glcur1p_e,17
Bicarbonate,O=C([O-])[O-],hco3_c,4
Lactose C12H22O11,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,lcts_c,23
L-Homocysteine,[NH3+][C@@H](CCS)C(=O)[O-],hcys__L_c,8
D-Glucuronate,O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,glcur_c,13
Hexadecanoate (n-C16:0),CCCCCCCCCCCCCCCC(=O)O,hdca_c,18
L-Leucine,CC(C)C[C@H]([NH3+])C(=O)O,leu__L_c,9
L-Glutamine,NC(=O)CCC([NH3+])C(=O)O,gln__L_c,10
(R)-S-Lactoylglutathione,C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,lgt__S_c,25
KDO(2)-lipid (A),CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)(O)O,lipa_c,153
Cold adapted KDO(2)-lipid (A),CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,lipa_cold_c,157
L-Glutamate 1-semialdehyde,N[C@H](C=O)CCC(=O)O,glu1sa_c,9
L-Glutamate 5-phosphate,N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,glu5p_c,14
Trans-Hexadec-2-enoyl-CoA,CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],hdd2coa_c,65
L-Glutamate 5-semialdehyde,[NH3+][C@@H](CCC=O)C(=O)[O-],glu5sa_c,9
D-Glutamate,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-],glu__D_c,10
Heme O C49H56FeN4O5,C=CC1=C(C)C2=[N+]3C1=Cc1c(C)c(CCC(=O)[O-])c4n1[Fe-2]31n3c(c(C)c([C@@H](O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c3=C2)=CC2=[N+]1C(=C4)C(CCC(=O)[O-])=C2C,hemeO_c,59
L-Glutamate,[2H]C([2H])(C(=O)O)C([2H])([2H])C([2H])(N)C(=O)O,glu__L_c,10
"2,3,2'3'-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate",CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,lipidA_c,95
Mercury  charged 2  Hg,[Hg+2],hg2_c,1
Lipid A Disaccharide,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,lipidAds_c,91
Gamma-L-Glutamyl-L-cysteine,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)O)C(=O)O,glucys_c,16
"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC,lipidX_c,48
L-Lysine,[NH3+]CCCCC([NH3+])C(=O)[O-],lys__L_c,10
Glyoxylate,O=CC(=O)O,glx_c,5
Heptosyl-heptosyl-kdo2-lipidA,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@H]4O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)([O-])[O-],hhlipa_c,179
Glycine,NCC(=O)[O-],gly_c,5
L-Histidine,NC(Cc1c[nH]cn1)C(=O)[O-],his__L_c,11
L-Lyxose,OC1OC[C@H](O)[C@@H](O)[C@H]1O,lyx__L_c,10
L-Histidinol phosphate,N[C@H](COP(=O)(O)O)Cc1c[nH]cn1,hisp_c,14
Glycine betaine,C[N+](C)(C)CC(=O)O,glyb_c,8
L-Histidinol,N[C@H](CO)Cc1c[nH]cn1,histd_c,10
D-Malate,O=C(O)C[C@@H](O)C(=O)O,mal__D_c,9
"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",O=C([O-])CCC(=O)/C=C/C=C(\O)C(=O)[O-],hkndd_c,15
Glycerol 2-phosphate,O=P(O)(O)OC(CO)CO,glyc2p_e,10
2-hydroxy-6-ketononatrienedioate,O=C([O-])/C=C/C(=O)/C=C\C=C(\O)C(=O)[O-],hkntd_c,15
L-Malate,O=C(O)C[C@H](O)C(=O)O,mal__L_c,9
Heptosyl-kdo2-lipidA,CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O[C@H]3O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)([O-])[O-],hlipa_c,166
Glycerol 3-phosphate,O=P(O)(O)OC[C@H](O)CO,glyc3p_c,10
Hydroxymethylbilane,O=C(O)CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)O)c4CCC(=O)O)c(CC(=O)O)c3CCC(=O)O)c(CC(=O)O)c2CCC(=O)O)c1CC(=O)O,hmbil_c,61
Malonyl CoA C24H33N7O19P3S,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O,malcoa_c,54
4-hydroxy-5-methyl-3(2H)-furanone,CC1=C(O)C(=O)CO1,hmfurn_c,8
Maltose 6'-phosphate,O=P([O-])([O-])OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,malt6p_c,27
Hydroxymethylglutathione,N[C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)O)C(=O)O,hmgth_c,22
Maltose C12H22O11,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,malt_c,23
(R)-Glycerate,O=C(O)C(O)CO,glyc__R_c,7
L-Homoserine,[NH3+][C@@H](CCO)C(=O)[O-],hom__L_c,8
Maltoheptaose,O=C[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,malthp_c,78
Maltohexaose,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,malthx_c,67
Hydroxypyruvate,O=C(O)C(=O)CO,hpyr_c,7
Maltopentaose,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,maltpt_c,56
Glycolate C2H3O3,O=C(O)CO,glyclt_c,5
Trans-Hex-2-enoyl-CoA,CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],hx2coa_c,55
Hexanoate (n-C6:0),CCCCCC(=O)O,hxa_c,8
Maltotriose C18H32O16,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,malttr_c,34
"D-Glycero-D-manno-heptose 1,7-bisphosphate",O=P([O-])([O-])OC[C@@H](O)[C@H]1OC(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H]1O,gmhep17bp_c,22
D-Glycero-D-manno-heptose 1-phosphate,O=P([O-])([O-])OC1O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]1O,gmhep1p_c,18
Maltotetraose,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,maltttr_c,45
Iminoaspartate,[NH2+]=C(CC(=O)[O-])C(=O)[O-],iasp_c,9
Isochorismate,C=C(O[C@H]1C=CC=C(C(=O)O)[C@@H]1O)C(=O)O,ichor_c,16
D-Mannose 1-phosphate,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,man1p_c,16
Isocitrate,O=C(O)CC(C(=O)O)C(O)C(=O)O,icit_c,13
D-Mannose 6-phosphate,O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,man6p_c,16
L-Idonate,O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,idon__L_c,13
Nickel,[Ni+2],ni2_p,1
Nicotinate D-ribonucleotide,O=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,nicrnt_c,22
2(alpha-D-Mannosyl-6-phosphate)-D-glycerate,O=C(O)[C@@H](CO)O[C@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H](O)[C@@H]1O,man6pglyc_c,22
NMN C11H14N2O8P,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1,nmn_c,22
D-Mannose,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,man_c,12
IDP C10H11N4O11P2,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,idp_c,27
Nitrite,O=NO,no2_c,3
D-Mannonate,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,mana_c,13
2(alpha-D-Mannosyl)-D-glycerate,O=C([O-])[C@@H](CO)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,manglyc_e,18
Phenethylamine,NCCc1ccccc1,peamn_e,9
Nitrate,O=[N+]([O-])O,no3_c,4
Melibiose C12H22O11,OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,melib_c,23
Mercaptopyruvate,O=C(O)C(=O)CS,mercppyr_c,7
Phosphoenolpyruvate,C=C(OP(=O)(O)O)C(=O)[O-],pep_c,10
D-Methionine,CSCC[C@@H]([NH3+])C(=O)[O-],met__D_c,9
"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCC,pg140_c,45
L-Methionine,CSCCC(N)C(=O)[O-],met__L_c,9
"5,10-Methenyltetrahydrofolate",Nc1nc2c(c(=O)[nH]1)[N+]1=CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,methf_c,33
"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCC,pg160_c,49
O2 O2,O=O,o2_c,2
L-methionine-R-sulfoxide,C[S@@](=O)CC[C@H](N)C(=O)O,metsox_R__L_c,10
Superoxide anion,[O]O,o2s_c,2
Oxaloacetate,O=C(O)CC(=O)C(=O)O,oaa_c,9
