name,smiles,name_id,count
Crotonoyl-CoA,C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,b2coa_c,53
Acetyl-CoA,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,accoa_c,51
Beta-Alanine,NCCC(=O)[O-],ala_B_c,6
Gamma-butyrobetainyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C,bbtcoa_c,57
Acetol cytosol,CC(=O)CO,acetol_c,5
Betaine aldehyde,C[N+](C)(C)CC=O,betald_c,7
N-Acetyl-L-glutamyl 5-phosphate,CC(=O)N[C@@H](CCC(=O)OP(=O)(O)O)C(=O)O,acg5p_c,17
D-Alanine,C[C@@H]([NH3+])C(=O)[O-],ala__D_c,6
Butanal C4H8O,CCCC=O,btal_c,5
N-Acetyl-L-glutamate 5-semialdehyde,CC(=O)N[C@@H](CCC=O)C(=O)O,acg5sa_c,12
Butanoyl-CoA,CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,btcoa_c,53
N-Acetyl-D-galactosamine 1-phosphate,CC(=O)N[C@H]1C(OP(=O)(O)O)O[C@H](CO)[C@H](O)[C@@H]1O,acgal1p_e,19
L-Alanine,CC([NH3+])C(=O)O,ala__L_c,6
Biotin,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,btn_c,16
D-biotin d-sulfoxide,O=C([O-])CCCC[C@H]1[C@H]2NC(=O)N[C@H]2CS1=O,btnso_c,17
N-Acetyl-D-galactosamine,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,acgal_e,15
D-Alanyl-D-alanine,C[C@@H](N)C(=O)N[C@H](C)C(=O)O,alaala_c,11
N-Acetyl-D-glucosamine 1-phosphate,CC(=O)N[C@H]1C(OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,acgam1p_c,19
(S)-2-Acetolactate,CC(=O)[C@](C)(O)C(=O)O,alac__S_c,9
N-Acetyl-D-glucosamine 6-phosphate,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,acgam6p_c,19
D-Allose 6-phosphate,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],all6p_c,16
D-Allose,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O,all__D_c,12
N-Acetyl-D-glucosamine,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,acgam_c,15
CAMP C10H11N5O6P,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,camp_c,22
Allantoin,NC(=O)Nc1[nH]c(=O)[nH]c1O,alltn_c,11
N-Carbamoyl-L-aspartate,NC(=O)N[C@@H](CC(=O)O)C(=O)O,cbasp_c,12
6-Acetyl-D-glucose,CC(=O)OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,acglc__D_c,15
Allantoate,NC(=O)NC(NC(N)=O)C(=O)O,alltt_c,12
N-Acetyl-L-glutamate,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,acglu_c,13
Allulose 6-phosphate,O=C(CO)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,allul6p_c,16
N-Acetyl-D-mannosamine,CC(=O)N[C@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,acmana_c,15
D-Altronate,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO,altrn_c,13
S-Adenosyl-L-methionine,C[S@@+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,amet_c,27
S-Adenosylmethioninamine,C[S+](CCCN)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,ametam_c,24
N-Acetyl-D-mannosamine 6-phosphate,CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](COP(=O)(O)O)O[C@@H]1O,acmanap_c,19
Cob(I)alamin,CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-4]325[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O,cbl1_c,91
S-Adenosyl-4-methylthio-2-oxobutanoate,C[S+](CCC(=O)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,amob_c,27
N-acetylmuramate 6-phosphate,CC(=O)N[C@H]1C(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,acmum6p_c,24
AMP C10H12N5O7P,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,amp_c,23
N-Acetylmuramate,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)O,acmum_e,20
Carbamoyl phosphate,NC(=O)OP(=O)(O)O,cbp_c,8
N-Acetylneuraminate,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O,acnam_c,21
CDP C9H12N3O11P2,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,cdp_c,25
Cis-Aconitate,O=C(O)/C=C(/CC(=O)O)C(=O)O,acon_C_c,12
Trans-Aconitate,O=C([O-])C=C(CC(=O)[O-])C(=O)[O-],acon_T_c,12
E-3-carboxy-2-pentenedioate 6-methyl ester,COC(=O)/C(=C/C(=O)O)CC(=O)O,aconm_c,13
"CDP-1,2-dioctadecanoylglycerol",CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCCCC,cdpdodecg_c,68
N2-Acetyl-L-ornithine,CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-],acorn_c,12
"CDP-1,2-ditetradec-7-enoylglycerol",CCCCCCC=CCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCC=CCCCCCC,cdpdtdec7eg_c,60
Anthranilate,Nc1ccccc1C(=O)O,anth_c,10
O-Acetyl-L-serine,CC(=O)OC[C@H]([NH3+])C(=O)[O-],acser_c,10
"P1,P4-Bis(5'-adenosyl) tetraphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,ap4a_c,53
"P1,P5-Bis(5'-adenosyl) pentaphosphate",Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,ap5a_c,57
"CDP-1,2-ditetradecanoylglycerol",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCC,cdpdtdecg_c,60
"Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol",O=C([O-])CCC1=CC=C[C@@H](O)[C@H]1O,cechddd_c,13
"Cis-3-(3-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol",O=C(O)/C=C/C1=CC=C[C@H](O)[C@@H]1O,cenchddd_c,13
Acetyl phosphate,CC(=O)OP(=O)([O-])O,actp_c,8
Cys Gly C5H10N2O3S,[NH3+][C@@H](CS)C(=O)NCC(=O)[O-],cgly_c,11
Choline C5H14NO,C[N+](C)(C)CCO,chol_c,7
Chorismate,C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O,chor_c,16
Trans-Cinnamate,O=C([O-])C=Cc1ccccc1,cinnm_c,11
Adenosine 5'-phosphosulfate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OS(=O)(=O)O)[C@@H](O)[C@H]1O,aps_c,27
D-Arabinose 5-phosphate,O=C[C@@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-],ara5p_c,14
L-Arabinose,O=C[C@H](O)[C@@H](O)[C@@H](O)CO,arab__L_c,10
Citrate,O=C(O)CC(O)(CC(=O)O)C(=O)[O-],cit_c,13
L-Citrulline,NC(=O)NCCCC(N)C(=O)O,citr__L_c,12
Adenosyl cobinamide phosphate,CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)(O)O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O,adocbip_c,90
Arbutin 6-phosphate,O=P(O)(O)OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,arbt6p_c,23
CMP-3-deoxy-D-manno-octulosonate,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1,ckdo_c,36
Chloride,Cl,cl_c,1
Aerobactin,CC(=O)N(O)CCCC[C@H](NC(=O)CC(O)(CC(=O)N[C@@H](CCCCN(O)C(C)=O)C(=O)O)C(=O)O)C(=O)O,arbtn_fe3_c,39
ADP C10H12N5O10P2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,adp_c,27
ADPglucose C16H23N5O15P2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H]1O,adpglc_c,38
"Cardiolipin (tetratetradecanoyl, n-C14:0)",CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,clpn140_p,84
"Cardiolipin (tetrahexadecanoyl, n-C16:0)",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,clpn160_p,92
L-Arginine,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)O,arg__L_c,12
ADP-D-glycero-D-manno-heptose,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC2O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,adphep_DD_c,40
ADP-L-glycero-D-manno-heptose,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC2O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,adphep_LD_c,40
ADPribose C15H21N5O14P2,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2OC(O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,adprib_c,36
N(omega)-(L-Arginino)succinate,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,argsuc_c,20
"Cardiolipin (tetraoctadec-11-enoyl, n-C18:1)",CCCCCCC=CCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,clpn181_p,100
CMP C9H12N3O8P,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,cmp_c,21
L-ascorbate-6-phosphate,O=C1O[C@H]([C@@H](O)COP(=O)([O-])[O-])C([O-])=C1O,ascb6p_c,16
L-Ascorbate,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,ascb__L_e,12
L-Asparagine,NC(=O)CC(N)C(=O)O,asn__L_c,9
Coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS,coa_c,48
Co2+,[Co+2],cobalt2_c,1
Coproporphyrinogen III,Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2,cpppg3_c,48
Arsenite,O[As](O)O,aso3_c,4
D-carnitinyl-CoA,CC(C)(COP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C[N+](C)(C)C,crnDcoa_c,58
D-Carnitine,C[N+](C)(C)C[C@@H](O)CC(=O)O,crn__D_c,11
Arsenate,O=[As]([O-])(O)O,aso4_c,5
L-Carnitine,C[N+](C)(C)CC(O)CC(=O)[O-],crn_c,11
L-Carnitinyl-CoA,CC(C)(COP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C,crncoa_c,58
Crotonobetaine,C[N+](C)(C)CC=CC(=O)O,ctbt_c,10
"3-(2,3-Dihydroxyphenyl)propanoate",O=C([O-])CCc1cccc(O)c1O,dhpppn_c,13
Dihydropteroate,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)O)cc1)CN2,dhpt_c,23
Crotonobetainyl-CoA,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C[N+](C)(C)C,ctbtcoa_c,57
"4,5-dihydroxy-2,3-pentanedione",CC(=O)C(=O)[C@@H](O)CO,dhptd_c,9
DIDP; 2'-deoxyinosine-5'-diphosphate(3-),O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O1,didp_c,26
CTP C9H12N3O14P3,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1,ctp_c,29
DIMP C10H12N4O7P,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1,dimp_c,22
Cu+,[Cu+],cu_c,1
Hydrogen cyanide,[C-]#[NH+],cyan_c,2
DITP(4-),O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,ditp_c,30
"2,3-diketo-5-methylthio-1-phosphopentane",CSCCC(=O)C(=O)COP(=O)(O)O,dkmpp_c,14
Cyanate,N=C=O,cynt_c,3
"5,6-Dimethylbenzimidazole",Cc1cc2nc[nH]c2cc1C,dmbzid_c,11
"6,7-Dimethyl-8-(1-D-ribityl)lumazine",Cc1nc2c(=O)[nH]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C,dmlz_c,23
Dimethylallyl diphosphate,CC(C)=CCOP(=O)(O)OP(=O)(O)O,dmpp_c,14
Ferrichrome,CC1=[O+][Fe-3]2345ON1CCC[C@@H]1NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CCCN(O2)C(C)=[O+]3)NC(=O)[C@H](CCCN(O4)C(C)=[O+]5)NC1=O,fecrm_c,49
Dimethyl sulfide,CSC,dms_c,3
D-Cysteine,N[C@H](C[S-])C(=O)[O-],cys__D_c,7
Dimethyl sulfoxide,CS(C)=O,dmso_c,4
Fe-enterobactin,O=C1[NH2+][C@H]2COC(=O)[C@@H]3COC(=O)[C@H](COC2=O)[NH2+]C(=O)c2cccc4c2O[Fe-3]25(Oc6cccc1c6O2)(Oc1cccc(c1O5)C(=O)[NH2+]3)O4,feenter_c,49
L-Cysteine,NC(C[S-])C(=O)[O-],cys__L_c,7
Deamino-NAD+,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(=O)[O-])c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,dnad_c,44
Dopamine,NCCc1ccc(O)c(O)c1,dopa_e,11
L-Cystathionine,[NH3+][C@@H](CCSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-],cyst__L_c,14
Dephospho-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS,dpcoa_c,44
Generic ferrioxamine-Fe-III,CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCCN)O[Fe](O1)O2,feoxam_c,40
N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,O=CNCC(=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,fgam_c,20
FMN C17H19N4O9P,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,fmn_c,31
Reduced FMN,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1[n-]c(=O)[nH]c(=O)c1N2,fmnh2_c,31
DADP C10H12N5O9P2,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O1,dadp_c,26
Dihydrosirohydrochlorin,C[C@@]1(CC(=O)O)/C2=C/c3[nH]c(c(CCC(=O)O)c3CC(=O)O)Cc3[nH]c(c(CC(=O)O)c3CCC(=O)O)/C=C3\N/C(=C\C(=N2)[C@H]1CCC(=O)O)[C@@](C)(CC(=O)O)[C@@H]3CCC(=O)O,dscl_c,62
Formate,O=CO,for_c,3
DAMP C10H12N5O6P,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,damp_c,22
Dethiobiotin,C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)O,dtbt_c,15
"DTDP-4-acetamido-4,6-dideoxy-D-galactose",CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@@H]1C,dtdp4aaddg_c,38
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,N=C(CNC=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,fpram_c,20
"DTDP-4-amino-4,6-dideoxy-D-galactose",Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)[C@H]([NH3+])[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdp4addg_c,35
"7,8-Diaminononanoate",CC(N)C(N)CCCCCC(=O)O,dann_c,13
DTDP-4-dehydro-6-deoxy-D-glucose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdp4d6dg_c,35
5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1NC=O,fprica_c,24
DATP C10H12N5O12P3,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O1,datp_c,30
Farnesyl diphosphate,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,frdp_c,24
DTDP-4-dehydro-6-deoxy-L-mannose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OC3O[C@@H](C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdp4d6dm_c,35
DTDP C10H13N2O11P2,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,dtdp_c,25
Trans-Dec-2-enoyl-CoA,CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,dc2coa_c,59
DTDPglucose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdpglu_c,36
D-Fructose,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,fru_c,12
DTDP-L-rhamnose,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,dtdprmn_c,35
DTMP C10H13N2O8P,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,dtmp_c,21
Fructoselysine,N[C@@H](CCCCNCC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)O,frulys_c,21
DTTP C10H13N2O14P3,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O,dttp_c,29
DUDP C9H11N2O11P2,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,dudp_c,24
DUMP C9H11N2O8P,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,dump_c,20
D-Fructuronate,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,fruur_c,13
"N6-(1,2-Dicarboxyethyl)-AMP",O=C(O)CC(Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O,dcamp_c,31
L-Fucose,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,fuc__L_c,11
DCDP C9H12N3O10P2,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,dcdp_c,24
DCMP C9H12N3O7P,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)n1,dcmp_c,20
Fumarate,O=C([O-])C=CC(=O)[O-],fum_c,8
DUTP C9H11N2O14P3,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,dutp_c,28
1-deoxy-D-xylulose 5-phosphate,CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-],dxyl5p_c,13
1-deoxy-D-xylulose,CC(=O)[C@@H](O)[C@H](O)CO,dxyl_c,9
DCTP C9H12N3O13P3,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1,dctp_c,28
D-Glucose 1-phosphate,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,g1p_c,16
D-Erythrose 4-phosphate,O=C[C@H](O)[C@H](O)COP(=O)(O)O,e4p_c,12
Glyceraldehyde 3-phosphate,O=CC(O)COP(=O)(O)O,g3p_c,10
Trans-Dodec-2-enoyl-CoA,CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,dd2coa_c,61
D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]cn1,eig3p_c,15
Sn-Glycero-3-phosphoethanolamine,[NH3+]CCOP(=O)([O-])OC[C@@H](O)CO,g3pe_c,13
Phosphoethanolamine KDO(2)-lipid (A),CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]1[C@@H](NC(=O)C[C@@H](CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)O)C[C@@H](O[C@]3(C(=O)O)C[C@@H](O)[C@@H](O)[C@@H]([C@@H](CO)OP(=O)(O)OCCN)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)(O)O,enlipa_e,160
Enterochelin,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc([O-])c2[O-])COC(=O)[C@@H](NC(=O)c2cccc([O-])c2[O-])COC1=O)c1cccc([O-])c1[O-],enter_c,48
Glycerophosphoglycerol,O=P([O-])(OCC(O)CO)OCC(O)CO,g3pg_c,15
Dodecanoyl-CoA (n-C12:0CoA),CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,ddcacoa_c,61
Ethanolamine,NCCO,etha_c,4
